lang;filename;key;original;translated
en;home/02-leistungen/individual-scan.md;main_content;"Der Individual-Scan ist eine massgeschneiderte MRI-Untersuchung, die sich gezielt auf bestimmte Körperregionen konzentriert, die für Sie von besonderem Interesse sind. Im Gegensatz zum Ganzkörper-Scan ermöglicht dieser fokussierte Ansatz eine noch detailliertere Betrachtung spezifischer Bereiche.

Wir beginnen mit einer ausführlichen Anamnese, bei der wir gemeinsam die zu untersuchenden Bereiche festlegen. Je nach Ihren persönlichen Bedürfnissen oder Beschwerden können wir beispielsweise das Gehirn, die Wirbelsäule, die Gelenke oder die inneren Organe genauer betrachten. Die Untersuchungszeit variiert je nach Umfang zwischen 20 und 40 Minuten.

Der Individual-Scan eignet sich besonders für Personen mit spezifischen Beschwerden, nach Unfällen oder Operationen, bei chronischen Erkrankungen oder zur Verlaufskontrolle bekannter gesundheitlicher Probleme. Die höhere Auflösung und spezifische Ausrichtung ermöglichen eine noch präzisere Diagnostik für denAusschnitt, der Sie besonders interessiert. 

Unsere Präventionsärzte analysieren alle Befunde und erklären Ihnen das Ergebnis in einem persönlichen Gespräch. 
";"THE INDIVIDUAL SCAN IS A CUSTOMIZED MRI EXAMINATION THAT FOCUSES ON SPECIFIC BODY REGIONS OF INTEREST TO YOU. IN CONTRAST TO THE FULL-BODY SCAN, THIS TARGETED APPROACH ENABLES A MORE DETAILED EXAMINATION OF SPECIFIC AREAS.

WE BEGIN WITH A THOROUGH ANAMNESIS, WHERE WE WORK TOGETHER TO IDENTIFY THE AREAS TO BE EXAMINED. DEPENDING ON YOUR PERSONAL NEEDS OR SYMPTOMS, WE MAY FOR EXAMPLE, EXAMINE THE BRAIN, SPINE, JOINTS, OR INTERNAL ORGANS MORE CLOSELY. THE EXAMINATION TIME Varies ACCORDINGLY BETWEEN 20 AND 40 MINUTES.

THE INDIVIDUAL SCAN IS PARTICULARLY SUITABLE FOR INDIVIDUALS WITH SPECIFIC COMPLAINTS, FOLLOWING INJURIES OR SURGERY, WITH CHRONIC ILLNESSES, OR FOR MONITORING THE PROGRESS OF KNOWN HEALTH PROBLEMS. THE HIGHER RESOLUTION AND TARGETED APPROACH ALLOW FOR A MORE PRECISE DIAGNOSIS FOR THE SECTION THAT INTERESTS YOU MOST.

OUR PREVENTIVE PHYSICIANS ANALYZE ALL RESULTS AND EXPLAIN THE FINDINGS TO YOU IN A PERSONAL CONSULTATION."
en;home/02-leistungen/individual-scan.md;title;Individual-Scan;Personalized Scan
en;home/02-leistungen/laboranalyse.md;main_content;"Unsere umfassende Laboranalyse bietet einen detaillierten Einblick in Ihre Stoffwechselprozesse und inneren Körperfunktionen. Durch eine Blutanalyse können wir wichtige Gesundheitsparameter bestimmen und frühzeitig Risiken erkennen, lange bevor klinische Symptome auftreten.

Die Standardanalyse umfasst über 40 verschiedene Parameter, darunter Blutbild, Leber- und Nierenwerte, Elektrolyte, Blutzucker, Cholesterin und weitere Fettwerte, Entzündungsmarker, Schilddrüsenwerte sowie Vitamine und Mineralstoffe. Je nach Ihrer persönlichen Situation können zusätzliche spezifische Tests durchgeführt werden, wie Hormonstatus, Allergietests, genetische Analysen oder spezielle Tumormarker.

Die Laboranalyse kann ideal mit einem MRI-Scan kombiniert werden, um ein umfassendes Bild Ihrer Gesundheit zu erhalten. Dieses ganzheitliche Screening ermöglicht eine präzise Gesundheitsvorsorge auf höchstem Niveau. Die Blutentnahme erfolgt dann in unserem Zentrum, in der Regel a dem Tag, an dem auch das MRI durchgeführt wird. Je nach Umfang der Analysen liegen die Ergebnisse innerhalb von 1-3 Werktagen vor.

Unsere Präventionsärzte analysieren alle Befunde und erklären Ihnen das Ergebnis in einem persönlichen Gespräch. 


";"Our comprehensive laboratory analysis provides a detailed insight into your metabolic processes and internal bodily functions. Through blood testing, we can determine important health parameters and recognize risks early on, long before clinical symptoms appear.

The standard analysis includes over 40 different parameters, including blood count, liver and kidney values, electrolytes, blood sugar, cholesterol, and other fatty acid values, inflammation markers, thyroid hormone levels, as well as vitamins and minerals. Depending on your individual situation, additional specific tests can be performed, such as hormone status, allergy testing, genetic analysis, or special tumor markers.

The laboratory analysis can be ideally combined with an MRI scan to obtain a comprehensive picture of your health. This holistic screening enables precise health prevention at the highest level. The blood draw takes place in our center, usually on the day when the MRI is also performed. Depending on the scope of the analyses, the results are available within 1-3 working days.

Our preventive physicians analyze all test results and explain the outcome to you in a personal consultation."
en;home/02-leistungen/laboranalyse.md;title;Laboranalyse;Laboratory Analysis
fr;Untersuchungen/05-gentest.md;main_content;"Hier folgt bald ein Text, in dem wir unsere Gentest-Verfahren erklären.
";"Voici le texte traduit en français :

[[[Voici bientôt un texte qui expliquera nos procédures d'analyse génétique.]]]"
fr;Untersuchungen/05-gentest.md;title;Analyse genetischer Marker;Analyse des marqueurs génétiques
fr;Untersuchungen/02-hormontest.md;main_content;"Hier folgt bald ein Text, in dem wir unsere Hormontest-Verfahren erklären.
";Voici un texte qui explique nos méthodes d'épreuve hormonale.
fr;Untersuchungen/02-hormontest.md;title;Hormontest;Étude hormonale
fr;Untersuchungen/03-stoffwechselanalyse.md;main_content;"Hier folgt bald ein Text, in dem wir unsere Stoffwechselanalyse-Verfahren erklären.
";"Voici le texte traduit en français :

[[[Voici bientôt un texte dans lequel nous expliquerons nos méthodes d'analyse métabolique.]]]"
fr;Untersuchungen/03-stoffwechselanalyse.md;title;Stoffwechselanalyse;Analyse du métabolisme
fr;Untersuchungen/04-vitalstoff-check.md;main_content;"Hier folgt bald ein Text, in dem wir unsere Vitalstoff-Test-Verfahren erklären.
";Nous allons vous présenter prochainement un texte expliquant nos méthodes de test de vitamines.
fr;Untersuchungen/04-vitalstoff-check.md;title;Vitalstoff-Test;Examens de vitamine
fr;Untersuchungen/01-blutanalyse.md;main_content;"Hier folgt in Kürze eine Beschreibung zu unserer Blutanalyse.
";La suite d'une description sur notre analyse sanguine bientôt.
fr;Untersuchungen/01-blutanalyse.md;title;Blutanalyse;Analyse sanguine
fr;geraete/mrt.md;main_content;"Die Magnetresonanztomographie (MRT), auch als Kernspintomographie oder MRI bezeichnet, ist ein bildgebendes Verfahren, das ohne den Einsatz von Röntgenstrahlen funktioniert und auf einem starken Magnetfeld sowie Radiowellen basiert. Diese Technologie ermöglicht es, detaillierte Schnittbilder von Organen und Geweben im Körper zu erstellen, wodurch eine präzise Diagnose vieler Erkrankungen möglich ist.

Das Verfahren ist besonders schonend, da es keine ionisierende Strahlung verwendet. Stattdessen erzeugt das Magnetfeld Bilder, die von einem Computer verarbeitet und von Radiologen analysiert werden. Die Magnetresonanztomographie eignet sich für die Untersuchung des gesamten Körpers, einschließlich der Muskulatur, des Skeletts, des Gehirns, der Organe und der Blutgefäße.

Zu den häufig durchgeführten MRI-Untersuchungen gehören:

- **Muskoloskeletale Untersuchungen:** MRTs der Wirbelsäule, Gelenke (wie Hüfte, Knie, Schulter, Handgelenk), Weichteile und Sehnen.
- **Neuroradiologische Untersuchungen:** MRI von Gehirn, Rückenmark, Nervensträngen sowie spezielle Verfahren wie MR-Angiographie und Myelografie.
- **Thorax, Abdomen und Becken:** Untersuchung der Lunge, Leber, Pankreas, Prostata und anderer Organe. Auch MR-Angiographien sind möglich.
- **Kardiale Untersuchungen:** MRT des Herzens, inklusive Perfusions- und Funktionsanalysen.
- **Spezielle Verfahren:** MR-Arthrografien, MRCP für die Darstellung der Gallenwege, MR-Spektroskopie zur Gewebecharakterisierung.

Während der Untersuchung liegen Sie auf einer Liege, die in die MRT-Röhre geschoben wird. Der Durchmesser beträgt meist 60 bis 70 cm, die Länge 150 bis 200 cm. Für Patienten mit Platzangst stehen oft offene Geräte zur Verfügung. Über einen Meldeschalter können Sie jederzeit mit dem Personal kommunizieren.

Die MRT ist eine nicht-invasive, strahlungsfreie Methode, um präzise Diagnosen zu stellen.
";"La tomographie par résonance magnétique (TRM) ou imagerie par résonance magnétique (IRM), est un procédé d'imagerie qui fonctionne sans l'utilisation de rayons X et repose sur un champ magnétique puissant ainsi que des ondes radio. Cette technologie permet de créer des images détaillées d'organes et de tissus dans le corps, ce qui permet une diagnose précise de nombreuses maladies.

Ce procédé est particulièrement précaire car il ne utilise pas de radiation ionisante. Au lieu de cela, le champ magnétique génère des images que le ordinateur traite et que les radiologues analysent. La tomographie par résonance magnétique convient pour l'étude du corps entier, y compris la musculature, le squelette, le cerveau, les organes et les vaisseaux sanguins.

Parmi les examens MRI couramment pratiqués figurent :

* **Examens musculosquelettiques** : MRT de la colonne vertébrale, des articulations (comme la hanche, le genou, l'épaule, le coude) et des tissus mous et tendineux.
* **Examens neuroradiologiques** : IRM du cerveau, de la moelle épinière, des nerfs et des filaments nerveux ainsi que des procédures spéciales comme l'angiographie àIRM et la myélographie.
* **Thorax, abdomen et bassin** : Examen des poumons, du foie, du pancréas, de la prostate et d'autres organes. Des angiographies àIRM sont également possibles.
* **Examens cardiaques** : MRT du cœur, y compris les analyses de perfusion et de fonction.
* **Procédures spéciales** : Arthrographies àIRM, cholangiographie par RM pour la représentation des voies biliaires, spectroscopie àRM pour la caractérisation tissulaire.

Pendant l'examen, vous êtes placé sur un lit qui est introduit dans le tube MRI. Le diamètre est généralement de 60 à 70 cm et la longueur de 150 à 200 cm. Pour les patients souffrant d'angoraphobie, des appareils ouverts sont souvent disponibles. Vous pouvez communiquer avec le personnel à tout moment via un système de communication.

La TMRI est une méthode non invasive et sans rayonnement pour établir des diagnostics précis."
fr;geraete/mrt.md;title;Magnetresonanztomographie (MRT);Tommographie à échographie magnétique (TEMM)
fr;geraete/roentgen.md;main_content;"Das klassische Röntgen ist eines der ältesten bildgebenden Verfahren und wird vor allem zur schnellen Diagnose von Knochenbrüchen und Lungenerkrankungen eingesetzt. Während der Untersuchung werden Röntgenstrahlen durch den Körper geschickt, die je nach Gewebe unterschiedlich absorbiert werden. Dadurch entstehen kontrastreiche Bilder, auf denen Knochen, Organe und Gewebe sichtbar werden.

Typische Einsatzgebiete:

- **Knochen:** Erkennung von Brüchen und Fehlstellungen.
- **Brustkorb:** Untersuchung der Lunge und des Herzens.
- **Gelenke:** Feststellung von Arthrose oder Entzündungen.
- **Zähne:** Kontrolle von Zahn- und Kieferstrukturen.

Die Untersuchung dauert nur wenige Minuten und ist schmerzfrei. Moderne Geräte minimieren die Strahlenbelastung bestmöglich.
";"Le classique rayon X est l'un des procédés d'imagerie les plus anciens et il est principalement utilisé pour une diagnose rapide de fractures osseuses et de maladies pulmonaires. Pendant l'examen, des rayons X sont injectés dans le corps qui absorbent différemment en fonction du tissu. Cela produit des images contrastées sur lesquelles les os, les organes et les tissus deviennent visibles.

Domaines d'application typiques :

- **Os** : Détection de fractures et de malformations.
- **Cage thoracique** : Exploration du poumon et du cœur.
- **Articulations** : Détecter l'arthrose ou des inflammation.
- **Dents** : Contrôle des structures dentaires et faciales.

L'examen ne dure que quelques minutes et est indolore. Les équipements modernes minimisent la charge ionisante au maximum."
fr;geraete/roentgen.md;title;Klassisches Röntgen;Imagerie classique
fr;geraete/ct.md;main_content;"Die Computertomographie (CT) ist ein bildgebendes Verfahren, das mithilfe von Röntgenstrahlen detaillierte Querschnittsbilder Ihres Körpers erstellt. Im Gegensatz zum klassischen Röntgen werden bei der CT viele Einzelbilder aus verschiedenen Winkeln aufgenommen, die ein Computer zu einem Gesamtbild zusammensetzt.

Anwendungsgebiete:

- **Thorax:** Erkennung von Lungenkrankheiten, Tumoren, Embolien.
- **Abdomen/Becken:** Diagnose von Leber-, Nieren- und Darmerkrankungen.
- **Kopf:** Feststellung von Schlaganfällen, Blutungen, Schädelverletzungen.
- **Gefäße:** CT-Angiographie zur Gefäßdarstellung.
- **Knochen:** Detaillierte Analyse von Frakturen.

Die Untersuchung ist schnell, effizient und besonders in Notfällen unverzichtbar. Moderne Geräte reduzieren die Strahlenbelastung auf ein Minimum.
";"La tomographie computed (CT) est une méthode d'imagerie qui utilise des rayons X pour créer des images détaillées de votre corps en coupe. À la différence du classique rayon X, la CT prend de nombreux clichés à partir de différents angles que le ordinateur assemble en une image complète.

Domaines d'application :

- **Thorax** : detection de maladies pulmonaires, tumeurs, embolies.
- **Abdomen/ Bassin** : diagnostic des affections hépatiques, rénales et intestinales.
- **Tête** : établissement de crises cardiaques, hémorragies, traumatismes crâniens.
- **Artères** : angiographie CT pour l'imagerie vasculaire.
- **Os** : analyse détaillée des fractures.

L'examen est rapide, efficace et particulièrement essentiel en cas d'urgence. Les équipements modernes réduisent au minimum la charge de rayons X."
fr;geraete/ct.md;title;Computertomographie (CT);Tomographie computed (TC)
fr;geraete/ultraschall.md;main_content;"Der Ultraschall, auch als Sonographie bekannt, ist ein bildgebendes Verfahren, das zur Diagnose zahlreicher Erkrankungen dient. Anders als die MRT oder CT nutzt Ultraschall keine Röntgenstrahlen, sondern hochfrequente Schallwellen. Diese Methode ist schmerzfrei, sicher und wird vor allem zur Untersuchung von Weichteilen eingesetzt.

Während der Untersuchung wird ein Gel auf die Haut aufgetragen, um die Schallwellenübertragung zu verbessern. Der Schallkopf sendet Wellen aus, die vom Körpergewebe reflektiert werden. Ein Computer wandelt diese Signale in Bilder um, die in Echtzeit betrachtet werden können.

Typische Anwendungen sind:

- **Abdomen:** Untersuchung von Leber, Nieren, Gallenblase, Bauchspeicheldrüse.
- **Becken:** Beurteilung von Blase, Gebärmutter, Eierstöcken, Prostata.
- **Gefäße:** Doppler-Ultraschall zur Analyse von Blutfluss und Gefäßverengungen.
- **Muskuloskelettales System:** Diagnostik an Gelenken, Sehnen, Muskeln.

Ultraschall ist flexibel, schnell einsetzbar und birgt keine Strahlenrisiken – ideal auch für Schwangere und Kinder.
";"L'écoulement ultrasonique, également connue sous le nom de sonographie, est une méthode d'imagerie qui vise à diagnostiquer de nombreuses affections. Différemment des IRM ou CT, l'écoulement ultrasonique ne utilise pas de rayons X, mais plutôt des ondes sonores à haute fréquence. Cette méthode est douce, sûre et est principalement utilisée pour examiner les tissus mous.

Pendant l'examen, une crème est appliquée sur la peau pour améliorer la transmission des ondes sonores. Le capteur d'onde envoie des signaux qui sont reflétés par le tissu conjonctif. Un ordinateur transforme ces signaux en images que l'on peut consulter en temps réel.

Les applications typiques incluent :

- **Abdomen** : examen de la rate, des reins, de la vesse urinaire, du pancréas.
- **Basin** : évaluation de la vessie, de l'utérus, des ovaires, de la prostate.
- **Vaisseaux** : écoulement Doppler pour analyser le flux sanguin et les sténoses vasculaires.
- **Système musculosquelettique** : diagnostic des articulations, des tendons, des muscles.

L'écoulement ultrasonique est flexible, rapide à mettre en œuvre et ne présente aucun risque de rayonnement – idéale également pour les femmes enceintes et les enfants."
fr;geraete/ultraschall.md;title;Ultraschall / Sonographie (US);Échographie / Ultrasonographie (US)
fr;standorte/04-genf.md;main_content;"In Genf werden die Untersuchungen bei unserem Partner durchgeführt.

**Die Adresse lautet:**

In Genf haben wir mehrere Partner. Die Adresse erhalten Sie mit der Terminbestätigung.
";"Les examens sont effectués par notre partenaire à Genève.

L'adresse est la suivante :

Nous avons plusieurs partenaires à Genève. L'adresse vous sera fournie avec la confirmation de votre rendez-vous."
fr;standorte/04-genf.md;title;Genf;Génève
fr;standorte/03-basel.md;main_content;"In Basel werden die Untersuchungen bei unserem Partner durchgeführt. 

**Die Adresse lautet:**

In Basel haben wir mehrere Partner. Die Adresse erhalten Sie mit der Terminbestätigung.
";"Dans le canton de Bâle, les examens sont réalisés par notre partenaire.

**L'adresse est:**

Nous avons plusieurs partenaires à Bâle. Vous obtiendrez l'adresse avec la confirmation du rendez-vous."
fr;standorte/03-basel.md;title;Basel;Bâle
fr;standorte/01-zuerich.md;main_content;"In Zürich werden die Untersuchungen in der Praxis Rimed durchgeführt. 

**Die Adresse lautet:**

Mühlebachstrasse 7
8008 Zürich
";"Dans le canton de Zurich, les examens sont réalisés par la clinique Rimed.

L'adresse est :

Rue du Mühlebach 7
8008 Zurich"
fr;standorte/01-zuerich.md;title;Zürich;Genève
fr;standorte/02-bern.md;main_content;"In Bern werden die Untersuchungen bei MRI-Bern durchgeführt. 

**Die Adresse lautet:**

Schwanengasse 5/7

3011 Bern
";"Dans le canton de Berne, les examens sont réalisés à l'hôpital MRI-Berthe.

**L'adresse est:**

Rue des Cygnes 5/7

3011 Berne"
fr;standorte/02-bern.md;title;Bern;[[[Protection de votre santé]]]
fr;indikationen/01-familiaere-vorbelastung.md;title;Familiäre Vorbelastung;Charge génétique familliale
fr;indikationen/01-familiaere-vorbelastung.md;description;Menschen mit einer genetischen Prädisposition zum Beispiel für Krebs oder Aneurysmen möchten sicher gehen, dass bei Ihnen noch alles in Ordnung ist.;Les gens ayant une prédilection génétique par exemple pour le cancer ou les anévrismes veulent être sûrs que tout se passe bien avec eux.
fr;indikationen/05-strahlenangst.md;title;Strahlenbelastung;Exposition ionisante
fr;indikationen/05-strahlenangst.md;description;Das MRT liefert oft (aber nicht immer) gleichwertige oder bessere Bilder als Röntgen und Computertomografie (CT), ohne den Körper mit Strahlen zu belasten.;"Le MRT fournit souvent (mais pas toujours) des images équivalentes ou meilleures que les rayons X et la tomodensitométrie informatique (TDM), sans charger le corps de rayons.

(FR)"
fr;indikationen/02-sportler-koerperliche-belastung.md;title;Sportler;Joueur
fr;indikationen/02-sportler-koerperliche-belastung.md;description;Mikroverletzungen, Gelenkprobleme oder Muskelverletzungen sollen frühzeitig erkannt werden.;Les micro-lésions, les problèmes articulaires ou les lésions musculaires devraient être détectées à temps.
fr;indikationen/03-chronische-beschwerden.md;title;Chronische Beschwerden;Troubles chroniques
fr;indikationen/03-chronische-beschwerden.md;description;Erschöpfung, Schmerzen, Schwindel oder Schlafstörungen: Eine umfassende Bildgebung Verdachtsmomente ausschliessen oder die Diagnose erleichtern.;Épuisement, douleurs, vertiges ou troubles du sommeil : une imagerie exhaustive permet d'éliminer les soupçons ou de faciliter le diagnostic.
fr;indikationen/04-stressbelastung.md;title;Menschen mit viel Stress;Les personnes souffrant de beaucoup de stress.
fr;indikationen/04-stressbelastung.md;description;Chronischer Stress ist eine Belastung für den gesamten Körper. Wer den Stress nicht reduzieren kann, möchte sich durch optimale Vorsorge vor gesundheitlichen Folgeschäden schützen.;Le stress chronique est une charge pour tout le corps. Qui ne peut réduire le stress voudrait se protéger contre les conséquences négatives sur la santé en faisant preuve de prévention optimale.
fr;indikationen/06-umfassend.md;title;Umfassende Vorsorge;Prévention intégrale
fr;indikationen/06-umfassend.md;description;Wer einfach nur mit einer einzigen Untersuchung eine breit angelegte Vorsorge möchte, trifft mit einem MRT eine gute Wahl, weil es viele verschiedene Risiken abdeckt.;Quand on souhaite simplement une enquête unique pour une prévention large, le MRI est une bonne option car il couvre de nombreux risques différents.
fr;home/09-termin-buchen.md;main_content;"Hier kommen Sie ganz einfach zu Ihrem Termin. 

**E-Mail eintragen**, Standort wählen, ab die Post.

{{< spacer >}}   

{{< bookingFormMultilanguage >}}";"[[[Vous arrivez simplement à votre rendez-vous. 

Adresse e-mail, choix de centre médical, après le courrier.

{{< spacer >}}   

{{< bookingFormMultilanguage >}}]]]"
fr;home/09-termin-buchen.md;title;Termin buchen;Réservation
fr;home/07-datenschutz.md;main_content;Auf Ihre Daten haben nur Sie und Ihre Betreuer bei SwissVital Zugriff. Wir erhöhen nicht die Prämien oder schränken den Versicherungsschutz ein, wenn wir irgendwo ein Risiko entdecken. Wir zeigen Ihnen, wo Sie stehen und helfen Ihnen, die richtigen Schlüsse daraus zu ziehen. Sie haben die volle Kontrolle.;Sur vos données, seul vous et vos tuteurs à SwissVital ont accès. Nous n'augmentons pas les primes ni ne restreignons la couverture assurance si nous découvrons un risque quelque part. Nous vous montrez où vous en êtes et nous vous aiderons à tirer des conclusions justes à partir de cela. Vous avez le contrôle total.
fr;home/07-datenschutz.md;pre_headline;Wer liest mit?;Qui lit avec nous ?
fr;home/07-datenschutz.md;title;Ihre Daten bleiben privat;Vos données restent privées
fr;home/07-datenschutz.md;primary_button_text;Scan buchen;Réserver un scan
fr;home/01-wissen-macht-gesund.md;main_content;"Seit hochauflösende MRT-Untersuchungen des ganzen Körpers möglich sind, ist ein neues Zeitalter der **Früherkennung** angebrochen. Vor allem bei Krebserkrankungen haben MRT-Scans tausende Leben gerettet.

**Und das ist nur der Anfang** 
";"Depuis que des examens MRI à haute résolution du corps entier sont possibles, un nouvel âge d'**anticipation** est en cours. En particulier pour les cancers, les examens MRI ont sauvé des milliers de vies.

Et cela ne fait que commencer."
fr;home/01-wissen-macht-gesund.md;pre_headline;Gesundheit schützen mit Ganzköper-MRI;Protéger la santé avec TDM des membres
fr;home/01-wissen-macht-gesund.md;title;Wissen macht gesund.;Connaître fait être en bonne santé.
fr;home/01-wissen-macht-gesund.md;primary_button_text;Scan buchen;Réserver un scan
fr;home/11-partner.md;main_content;"Wohin geht ein Arzt, wenn er mal zum Arzt muss? 
Die meisten Ärzte doktern erst einmal selbst an sich herum. Aber wenn sie doch Hilfe brauchen, haben sie ein Netzwerk aus guten Leuten, die sie vom Studium kennen oder von der gemeinschaftlichen Betreuung einiger Patient:innen. Zu so einer Person gehen sie, wenn sie mal einen Arzt oder eine Ärztin brauchen. Unsere Partner sind nicht nur approbiert und gut ausgebildet; sie haben ihre Fähigkeiten auch im persönlichen Kontakt mit SwissVital bewiesen. 
";"Où va un médecin quand il a besoin d'un médecin ? 
La plupart des médecins se soignent d'abord eux-mêmes. Mais si ils ont besoin d'aide, ils ont un réseau de bonnes personnes qui sont leurs confrères ou leurs collègues issus d'une communauté de patients. À l'une de ces personnes, ils vont quand ils ont besoin d'un médecin ou d'une femme médecin. Nos partenaires ne sont pas seulement agréés et bien formés ; ils ont également démontré leurs compétences au cours de contacts personnels avec SwissVital."
fr;home/11-partner.md;pre_headline;Wir haben ein gewachsenes Netzwerk von Partnern, denen wir vertrauen.;Nous avons un réseau élargi de partenaires dont nous faisons confiance.
fr;home/11-partner.md;title;Unsere Partner;Nos partenaires
fr;home/11-partner.md;primary_button_text;Vorsorge buchen;Réservation de prévention
fr;home/03-frageboegen/_index.md;main_content;"Von der Stange gibt es bei uns nicht. Wir stimmen jede Untersuchung auf die Bedürfnisse unserer Klienten ab. Beginnen Sie, indem Sie das Feld auswählen, das Ihren Bedarf am besten trifft.  {{< spacer >}}
";Il n'y a pas de frais supplémentaires avec nous. Nous ajustons chaque examen à la demande de nos patients. Commencez en sélectionnant le champ qui correspondra le mieux à vos besoins.
fr;home/03-frageboegen/_index.md;pre_headline;Sprechen wir über Ihren Bedarf.;Parléons de vos besoins.
fr;home/03-frageboegen/_index.md;title;Wie können wir helfen?;Comment puis-je vous aider ?
fr;home/03-frageboegen/06-individuell.md;title;Individuelle Vorsorge;Prévention individuelle
fr;home/03-frageboegen/06-individuell.md;description;Vorsorgestrategie für genau festgelegte Risiken;Stratégie de prévention pour des risques précisément définis
fr;home/03-frageboegen/01-familiaere-vorbelastung.md;title;Familiäre Vorbelastung;Antécédents familiaux
fr;home/03-frageboegen/01-familiaere-vorbelastung.md;description;Krankheiten aufgrund vererbter Anlagen vorbeugen;Prévenir les maladies liées à des anomalies génétiques héréditaires.
fr;home/03-frageboegen/02-sportler-koerperliche-belastung.md;title;Sportler;Jeune athlète
fr;home/03-frageboegen/02-sportler-koerperliche-belastung.md;description;Beschwerden durch Überlastung vorbeugen;Prévenir les soucis liés à la surcharge
fr;home/03-frageboegen/05-breite-vorsorge.md;title;Breite Vorsorge;Prévention large échelle
fr;home/03-frageboegen/05-breite-vorsorge.md;description;Breite Vorsorge für die wichtigtsten Risiken;Prévention étendue pour les risques les plus importants.
fr;home/03-frageboegen/03-chronische-beschwerden.md;title;Chronische Beschwerden;Problèmes chroniques
fr;home/03-frageboegen/03-chronische-beschwerden.md;description;Erschöpfung, Schmerzen, Schwindel, Schlafstörungen ...;Épuisement, douleurs, vertiges, troubles du sommeil...
fr;home/03-frageboegen/04-stressbelastung.md;title;Menschen mit Stress;Les personnes souffrant de stress.
fr;home/03-frageboegen/04-stressbelastung.md;description;Risiken aus hoher Stressbelastung vorbeugen;Prévenir les risques liés à une charge élevée de stress.
fr;home/04-ablauf/_index.md;main_content;"Wir begleiten Sie persönlich durch den gesamten Prozess - von der ersten Beratung bis zur ausführlichen Besprechung Ihrer Ergebnisse. Dabei legen wir Wert auf eine transparente und verständliche Kommunikation. Hier sehen Sie, wie Ihr Check-up bei Swiss Vital abläuft.
{{< spacer >}}";Nous vous accompagnons personnellement tout au long du processus - de la première consultation jusqu'à une discussion détaillée de vos résultats. En ce cours, nous mettons l'accent sur une communication transparente et compréhensible. Voici comment votre contrôle médical se déroule à Swiss Vital.
fr;home/04-ablauf/_index.md;pre_headline;So läuft Ihr Check-up ab;Ainsi fonctionne votre examen de routine.
fr;home/04-ablauf/_index.md;title;Ihr Check-up Schritt für Schritt;Votre examen étape par étape
fr;home/04-ablauf/_index.md;primary_button_text;Scan buchen;Réserver un scan
fr;home/04-ablauf/schritt-4.md;main_content;Sie erhalten einen kommentierten Befundbericht, der die Resultate Ihrer Untersuchungen verständlich zusammenfasst. Sollten Sie vorab spezielle Anliegen benannt haben, gehen wir auf diese besonders detailliert ein.;Vous obtiendrez un rapport de résultats commenté qui résume les résultats de vos examens de manière claire. Si vous avez spécifié des préoccupations particulières à l'avance, nous allons y apporter une attention détaillée.
fr;home/04-ablauf/schritt-4.md;title;Schritt 4: Ihre Ergebnisse;Étape 4 : vos résultats
fr;home/04-ablauf/schritt-2.md;main_content;Einer unserer Präventionsärzte schaut sich Ihren Fragebogen an und bespricht mit Ihnen telefonisch die für Sie am besten passende Vorsorgestrategie. Wenn das für Sie passt, müssen Sie nur noch einen Termin festlegen.;Un de nos médecins de prévention passe en revue votre formulaire d'enquête et discute avec vous au téléphone pour déterminer la stratégie de prévention la plus adaptée à vos besoins. Si cela vous convient, il ne vous reste plus qu'à fixer un rendez-vous.
fr;home/04-ablauf/schritt-2.md;title;Schritt 2: Ihre persönliche Vorsorgestrategie;Étape 2 : Stratégie personnelle de prévention
fr;home/04-ablauf/schritt-1.md;main_content;Zur Vorbereitung haben wir Fragebögen erstellt, die auf unterschiedliche Lebenssituationen abgestimmt sind. Wählen Sie den für Sie passenden Fragebogen aus und senden Sie ihn uns zu. Anschliessend melden wir uns bei Ihnen für die Vereinbarung eines Beratungstermins.;Pouvez-vous préparer des questionnaires qui sont adaptés à différentes situations de vie. Sélectionnez le questionnaire approprié pour vous et Envoyez-le-nous. Ensuite, nous nous contacterons avec vous pour fixer un rendez-vous de consultation.
fr;home/04-ablauf/schritt-1.md;title;Schritt 1: Lassen Sie sich von uns zur Vorsorge beraten;Étape 1 : Nous vous conseillerons en matière de prévention.
fr;home/04-ablauf/schritt-5.md;main_content;In einem persönlichen Gespräch klären wir alle offenen Fragen, die sich aus den Untersuchungsergebnissen ergeben haben. Falls nötig, besprechen wir auch mögliche therapeutische Schritte oder Massnahmen, um Ihre Gesundheit zu erhalten oder wiederherzustellen.;Dans un entretien personnel, nous clarifions toutes les questions ouvertes résultant des résultats d'examen. Si nécessaire, nous discutons également de possibles étapes thérapeutiques ou mesures pour préserver ou restaurer votre santé.
fr;home/04-ablauf/schritt-5.md;title;Schritt 5: Ihre Nachbesprechung;Étape 5 : Votre réunion suivante
fr;home/04-ablauf/schritt-3.md;main_content;Am vereinbarten Termin führen wir die Untersuchungen durch. Falls auch Bluttests vorgesehen sind, empfehlen wir, nüchtern zu erscheinen, um die Ergebnisse nicht zu verfälschen. Was im Detail für Ihre Untersuchung wichtig ist, erklären wir Ihnen in Ruhe vor Ort.;[[[Nous allons effectuer les examens à l'heure convenue. Si également des tests de sang sont prévus, nous vous recommandons d'apparaître sans avoir mangé pour ne pas altérer les résultats. Ce qui est important pour votre examen, nous le vous expliquerons en détail sur place.]]]
